,username,avg_comment_similarity,avg_toxicity,avg_reply_speed,avg_comment_time_interval,comment_intervals
20,Courtesyinch,0.5892248347403045,0.7417093361417453,0 days 01:40:32,0 days 04:00:42,"[datetime.timedelta(seconds=47), datetime.timedelta(seconds=123), datetime.timedelta(seconds=27395), datetime.timedelta(seconds=139), datetime.timedelta(seconds=265), datetime.timedelta(seconds=59), datetime.timedelta(seconds=58901), datetime.timedelta(seconds=34), datetime.timedelta(seconds=85949), datetime.timedelta(seconds=182), datetime.timedelta(seconds=87), datetime.timedelta(seconds=28828), datetime.timedelta(seconds=104), datetime.timedelta(seconds=78)]"
21,Personal_Job7151,0.7430251284121032,0.2324553698922197,0 days 16:00:17,10 days 18:50:27,"[datetime.timedelta(days=41, seconds=3272), datetime.timedelta(days=7, seconds=10092), datetime.timedelta(seconds=691), datetime.timedelta(days=1, seconds=73795), datetime.timedelta(days=8, seconds=80215), datetime.timedelta(seconds=7783), datetime.timedelta(days=5, seconds=75588), datetime.timedelta(days=34, seconds=78929), datetime.timedelta(days=27, seconds=6264), datetime.timedelta(days=9, seconds=19585), datetime.timedelta(days=4, seconds=72436), datetime.timedelta(days=10, seconds=2271), datetime.timedelta(seconds=183), datetime.timedelta(seconds=69)]"
22,IncorruptibleTruth,0.525963202313138,0.19797285963625957,0 days 11:54:47,5 days 01:50:00,"[datetime.timedelta(seconds=20661), datetime.timedelta(days=15, seconds=67248), datetime.timedelta(seconds=203), datetime.timedelta(seconds=112), datetime.timedelta(seconds=952), datetime.timedelta(seconds=498), datetime.timedelta(seconds=741), datetime.timedelta(days=12, seconds=26712), datetime.timedelta(days=2, seconds=39135), datetime.timedelta(days=33, seconds=64799), datetime.timedelta(seconds=279), datetime.timedelta(days=6, seconds=26647), datetime.timedelta(seconds=17104), datetime.timedelta(seconds=113)]"
23,BrewHa34,0.4035279624103825,0.2688313856682119,2 days 11:00:44,0 days 13:38:05,"[datetime.timedelta(seconds=85), datetime.timedelta(seconds=27), datetime.timedelta(seconds=19062), datetime.timedelta(seconds=47827), datetime.timedelta(days=3, seconds=24343), datetime.timedelta(seconds=64261), datetime.timedelta(seconds=98), datetime.timedelta(seconds=443), datetime.timedelta(seconds=82282), datetime.timedelta(seconds=2539), datetime.timedelta(days=1, seconds=76667), datetime.timedelta(seconds=20015), datetime.timedelta(seconds=1519), datetime.timedelta(seconds=2427)]"
24,Nihiliatis9,0.5405604105545685,0.20865156753376748,0 days 05:04:57,0 days 06:02:56,"[datetime.timedelta(seconds=50945), datetime.timedelta(seconds=86304), datetime.timedelta(seconds=28481), datetime.timedelta(seconds=4657), datetime.timedelta(seconds=3105), datetime.timedelta(days=1, seconds=1446), datetime.timedelta(seconds=978), datetime.timedelta(seconds=511), datetime.timedelta(seconds=476), datetime.timedelta(seconds=311), datetime.timedelta(seconds=862), datetime.timedelta(seconds=301), datetime.timedelta(seconds=1991), datetime.timedelta(seconds=38103)]"
25,yutarson,0.6318534261152704,0.06934314914979041,0 days 08:54:38,2 days 20:55:09,"[datetime.timedelta(seconds=143), datetime.timedelta(seconds=3076), datetime.timedelta(seconds=824), datetime.timedelta(seconds=54), datetime.timedelta(seconds=108), datetime.timedelta(seconds=165), datetime.timedelta(seconds=280), datetime.timedelta(seconds=347), datetime.timedelta(days=28, seconds=21324), datetime.timedelta(days=5, seconds=81497), datetime.timedelta(days=2, seconds=2348), datetime.timedelta(seconds=99), datetime.timedelta(seconds=118), datetime.timedelta(days=3, seconds=79937)]"
26,Metool42,0.4966129273527839,0.1306034309983564,0 days 04:45:34,0 days 08:15:49,"[datetime.timedelta(seconds=66198), datetime.timedelta(seconds=3977), datetime.timedelta(seconds=16497), datetime.timedelta(seconds=154), datetime.timedelta(seconds=729), datetime.timedelta(seconds=43001), datetime.timedelta(seconds=261), datetime.timedelta(seconds=180), datetime.timedelta(seconds=58907), datetime.timedelta(seconds=772), datetime.timedelta(days=1, seconds=66857), datetime.timedelta(seconds=432), datetime.timedelta(seconds=10914), datetime.timedelta(seconds=61205)]"
27,EurekaStockade,0.639110194499679,0.0019798476093759137,0 days 01:16:46,0 days 01:51:06,"[datetime.timedelta(seconds=7100), datetime.timedelta(seconds=6072), datetime.timedelta(seconds=543), datetime.timedelta(seconds=3269), datetime.timedelta(seconds=1470), datetime.timedelta(seconds=9054), datetime.timedelta(seconds=228), datetime.timedelta(seconds=60), datetime.timedelta(seconds=4924), datetime.timedelta(seconds=58395), datetime.timedelta(seconds=1750), datetime.timedelta(seconds=169), datetime.timedelta(seconds=69), datetime.timedelta(seconds=220)]"
28,Fwob,0.6348328913364831,0.1915851410711184,0 days 07:42:27,0 days 12:33:13,"[datetime.timedelta(seconds=218), datetime.timedelta(seconds=699), datetime.timedelta(seconds=78504), datetime.timedelta(seconds=356), datetime.timedelta(seconds=100), datetime.timedelta(days=3, seconds=7970), datetime.timedelta(seconds=6766), datetime.timedelta(seconds=212), datetime.timedelta(seconds=352), datetime.timedelta(seconds=631), datetime.timedelta(seconds=32669), datetime.timedelta(seconds=44327), datetime.timedelta(days=2, seconds=27865), datetime.timedelta(seconds=30)]"
29,Correct_Associate506,0.681097089370802,0.2865002918949661,0 days 05:09:15,0 days 19:36:47,"[datetime.timedelta(seconds=9612), datetime.timedelta(seconds=15864), datetime.timedelta(seconds=553), datetime.timedelta(seconds=9903), datetime.timedelta(seconds=93), datetime.timedelta(seconds=2039), datetime.timedelta(seconds=1962), datetime.timedelta(seconds=82), datetime.timedelta(seconds=178), datetime.timedelta(days=1, seconds=5517), datetime.timedelta(seconds=62338), datetime.timedelta(days=2, seconds=80977), datetime.timedelta(days=2, seconds=25161), datetime.timedelta(days=3, seconds=83017)]"
30,LarpoMARX,0.41281892787131835,0.14560157456047212,0 days 08:35:06,1 days 21:14:48,"[datetime.timedelta(seconds=316), datetime.timedelta(seconds=66798), datetime.timedelta(seconds=45404), datetime.timedelta(seconds=524), datetime.timedelta(days=4, seconds=8825), datetime.timedelta(seconds=16571), datetime.timedelta(seconds=315), datetime.timedelta(seconds=60531), datetime.timedelta(days=1, seconds=42480), datetime.timedelta(seconds=17854), datetime.timedelta(seconds=3910), datetime.timedelta(days=6, seconds=33387), datetime.timedelta(days=8, seconds=6574), datetime.timedelta(days=3, seconds=76141)]"
31,TheHashassin,0.4704894092687731,0.3044680616973589,0 days 03:40:52,0 days 01:42:29,"[datetime.timedelta(seconds=1226), datetime.timedelta(seconds=112), datetime.timedelta(seconds=81), datetime.timedelta(seconds=198), datetime.timedelta(seconds=2334), datetime.timedelta(seconds=865), datetime.timedelta(seconds=19023), datetime.timedelta(seconds=1503), datetime.timedelta(seconds=40633), datetime.timedelta(seconds=8962), datetime.timedelta(seconds=5213), datetime.timedelta(seconds=193), datetime.timedelta(seconds=4815), datetime.timedelta(seconds=934)]"
32,The_Ides_of_Hades,0.6571013417041492,0.019948888783498358,0 days 00:35:14,0 days 02:59:00,"[datetime.timedelta(seconds=4398), datetime.timedelta(seconds=56745), datetime.timedelta(seconds=19615), datetime.timedelta(seconds=7935), datetime.timedelta(seconds=1069), datetime.timedelta(seconds=2157), datetime.timedelta(seconds=3262), datetime.timedelta(seconds=507), datetime.timedelta(seconds=79), datetime.timedelta(seconds=544), datetime.timedelta(seconds=226), datetime.timedelta(seconds=200), datetime.timedelta(seconds=2544), datetime.timedelta(seconds=51085)]"
